timestamp,temp
1629376849500,31.45
1629376849750,31.45
1629376850000,31.47
1629376850250,31.47
1629376850500,31.47
1629376850750,31.47
1629376851000,31.45
1629376851250,31.45
1629376851500,31.45
1629376851750,31.45
1629376852000,31.45
1629376852250,31.45
1629376852500,31.45
1629376852750,31.45
1629376853000,31.45
1629376853250,31.45
1629376853500,31.45
1629376853750,31.45
1629376854000,31.47
1629376854250,31.47
1629376854500,31.47
1629376854750,31.47
1629376855000,31.45
1629376855250,31.45
1629376855500,31.45
1629376855750,31.45
1629376856000,31.45
1629376856250,31.45
1629376856500,31.45
1629376856750,31.45
1629376857000,31.43
1629376857250,31.43
1629376857500,31.43
1629376857750,31.43
1629376858000,31.45
1629376858250,31.45
1629376858500,31.45
1629376858750,31.45
1629376859000,31.43
1629376859250,31.43
1629376859500,31.43
1629376859750,31.43
1629376860000,31.45
1629376860250,31.45
1629376860500,31.45
1629376860750,31.45
1629376861000,31.43
1629376861250,31.43
1629376861500,31.43
1629376861750,31.43
1629376862000,31.45
1629376862250,31.45
1629376862500,31.45
1629376862750,31.45
1629376863000,31.43
1629376863250,31.43
1629376863500,31.43
1629376863750,31.43
1629376864000,31.43
1629376864250,31.43
1629376864500,31.43
1629376864750,31.43
1629376865000,31.41
1629376865250,31.41
1629376865500,31.41
1629376865750,31.41
1629376866000,31.41
1629376866250,31.41
1629376866500,31.41
1629376866750,31.41
1629376867000,31.41
1629376867250,31.41
1629376867500,31.41
1629376867750,31.41
1629376868000,31.41
1629376868250,31.41
1629376868500,31.41
1629376868750,31.41
1629376869000,31.43
1629376869250,31.43
1629376869500,31.43
1629376869750,31.43
1629376870000,31.41
1629376870250,31.41
1629376870500,31.41
1629376870750,31.41
1629376871000,31.41
1629376871250,31.41
1629376871500,31.41
1629376871750,31.41
1629376872000,31.41
1629376872250,31.41
1629376872500,31.41
1629376872750,31.41
1629376873000,31.41
1629376873250,31.41
1629376873500,31.41
1629376873750,31.41
1629376874000,31.37
1629376874250,31.37
1629376874500,31.37
1629376874750,31.37
1629376875000,31.41
1629376875250,31.41
1629376875500,31.41
1629376875750,31.41
1629376876000,31.41
1629376876250,31.41
1629376876500,31.41
1629376876750,31.41
1629376877000,31.37
1629376877250,31.37
1629376877500,31.37
1629376877750,31.37
1629376878000,31.41
1629376878250,31.41
1629376878500,31.41
1629376878750,31.41
1629376879000,31.39
1629376879250,31.39
1629376879500,31.39
1629376879750,31.39
1629376880000,31.39
1629376880250,31.39
1629376880500,31.39
1629376880750,31.39
1629376881000,31.37
1629376881250,31.37
1629376881500,31.37
1629376881750,31.37
1629376882000,31.39
1629376882250,31.39
1629376882500,31.39
1629376882750,31.39
1629376883000,31.37
1629376883250,31.37
1629376883500,31.37
1629376883750,31.37
1629376884000,31.39
1629376884250,31.39
1629376884500,31.39
1629376884750,31.39
1629376885000,31.37
1629376885250,31.37
1629376885500,31.37
1629376885750,31.37
1629376886000,31.37
1629376886250,31.37
1629376886500,31.37
1629376886750,31.37
1629376887000,31.37
1629376887250,31.37
1629376887500,31.37
1629376887750,31.37
1629376888000,31.39
1629376888250,31.39
1629376888500,31.39
1629376888750,31.39
1629376889000,31.37
1629376889250,31.37
1629376889500,31.37
1629376889750,31.37
1629376890000,31.39
1629376890250,31.39
1629376890500,31.39
1629376890750,31.39
1629376891000,31.37
1629376891250,31.37
1629376891500,31.37
1629376891750,31.37
1629376892000,31.35
1629376892250,31.35
1629376892500,31.35
1629376892750,31.35
1629376893000,31.35
1629376893250,31.35
1629376893500,31.35
1629376893750,31.35
1629376894000,31.39
1629376894250,31.39
1629376894500,31.39
1629376894750,31.39
1629376895000,31.37
1629376895250,31.37
1629376895500,31.37
1629376895750,31.37
1629376896000,31.37
1629376896250,31.37
1629376896500,31.37
1629376896750,31.37
1629376897000,31.35
1629376897250,31.35
1629376897500,31.35
1629376897750,31.35
1629376898000,31.37
1629376898250,31.37
1629376898500,31.37
1629376898750,31.37
1629376899000,31.37
1629376899250,31.37
1629376899500,31.37
1629376899750,31.37
1629376900000,31.37
1629376900250,31.37
1629376900500,31.37
1629376900750,31.37
1629376901000,31.37
1629376901250,31.37
1629376901500,31.37
1629376901750,31.37
1629376902000,31.35
1629376902250,31.35
1629376902500,31.35
1629376902750,31.35
1629376903000,31.37
1629376903250,31.37
1629376903500,31.37
1629376903750,31.37
1629376904000,31.35
1629376904250,31.35
1629376904500,31.35
1629376904750,31.35
1629376905000,31.37
1629376905250,31.37
1629376905500,31.37
1629376905750,31.37
1629376906000,31.37
1629376906250,31.37
1629376906500,31.37
1629376906750,31.37
1629376907000,31.35
1629376907250,31.35
1629376907500,31.35
1629376907750,31.35
1629376908000,31.39
1629376908250,31.39
1629376908500,31.39
1629376908750,31.39
1629376909000,31.37
1629376909250,31.37
1629376909500,31.37
1629376909750,31.37
1629376910000,31.37
1629376910250,31.37
1629376910500,31.37
1629376910750,31.37
1629376911000,31.37
1629376911250,31.37
1629376911500,31.37
1629376911750,31.37
1629376912000,31.35
1629376912250,31.35
1629376912500,31.35
1629376912750,31.35
1629376913000,31.37
1629376913250,31.37
1629376913500,31.37
1629376913750,31.37
1629376914000,31.37
1629376914250,31.37
1629376914500,31.37
1629376914750,31.37
1629376915000,31.37
1629376915250,31.37
1629376915500,31.37
1629376915750,31.37
1629376916000,31.37
1629376916250,31.37
1629376916500,31.37
1629376916750,31.37
1629376917000,31.37
1629376917250,31.37
1629376917500,31.37
1629376917750,31.37
1629376918000,31.37
1629376918250,31.37
1629376918500,31.37
1629376918750,31.37
1629376919000,31.37
1629376919250,31.37
1629376919500,31.37
1629376919750,31.37
1629376920000,31.37
1629376920250,31.37
1629376920500,31.37
1629376920750,31.37
1629376921000,31.37
1629376921250,31.37
1629376921500,31.37
1629376921750,31.37
1629376922000,31.35
1629376922250,31.35
1629376922500,31.35
1629376922750,31.35
1629376923000,31.37
1629376923250,31.37
1629376923500,31.37
1629376923750,31.37
1629376924000,31.33
1629376924250,31.33
1629376924500,31.33
1629376924750,31.33
1629376925000,31.35
1629376925250,31.35
1629376925500,31.35
1629376925750,31.35
1629376926000,31.37
1629376926250,31.37
1629376926500,31.37
1629376926750,31.37
1629376927000,31.35
1629376927250,31.35
1629376927500,31.35
1629376927750,31.35
1629376928000,31.37
1629376928250,31.37
1629376928500,31.37
1629376928750,31.37
1629376929000,31.35
1629376929250,31.35
1629376929500,31.35
1629376929750,31.35
1629376930000,31.35
1629376930250,31.35
1629376930500,31.35
1629376930750,31.35
1629376931000,31.35
1629376931250,31.35
1629376931500,31.35
1629376931750,31.35
1629376932000,31.35
1629376932250,31.35
1629376932500,31.35
1629376932750,31.35
1629376933000,31.33
1629376933250,31.33
1629376933500,31.33
1629376933750,31.33
1629376934000,31.35
1629376934250,31.35
1629376934500,31.35
1629376934750,31.35
1629376935000,31.35
1629376935250,31.35
1629376935500,31.35
1629376935750,31.35
1629376936000,31.33
1629376936250,31.33
1629376936500,31.33
1629376936750,31.33
1629376937000,31.37
1629376937250,31.37
1629376937500,31.37
1629376937750,31.37
1629376938000,31.35
1629376938250,31.35
1629376938500,31.35
1629376938750,31.35
1629376939000,31.33
1629376939250,31.33
1629376939500,31.33
1629376939750,31.33
1629376940000,31.37
1629376940250,31.37
1629376940500,31.37
1629376940750,31.37
1629376941000,31.35
1629376941250,31.35
1629376941500,31.35
1629376941750,31.35
1629376942000,31.35
1629376942250,31.35
1629376942500,31.35
1629376942750,31.35
1629376943000,31.37
1629376943250,31.37
1629376943500,31.37
1629376943750,31.37
1629376944000,31.33
1629376944250,31.33
1629376944500,31.33
1629376944750,31.33
1629376945000,31.33
1629376945250,31.33
1629376945500,31.33
1629376945750,31.33
1629376946000,31.35
1629376946250,31.35
1629376946500,31.35
1629376946750,31.35
1629376947000,31.33
1629376947250,31.33
1629376947500,31.33
1629376947750,31.33
1629376948000,31.33
1629376948250,31.33
1629376948500,31.33
1629376948750,31.33
1629376949000,31.33
1629376949250,31.33
1629376949500,31.33
1629376949750,31.33
1629376950000,31.33
1629376950250,31.33
1629376950500,31.33
1629376950750,31.33
1629376951000,31.31
1629376951250,31.31
1629376951500,31.31
1629376951750,31.31
1629376952000,31.33
1629376952250,31.33
1629376952500,31.33
1629376952750,31.33
1629376953000,31.33
1629376953250,31.33
1629376953500,31.33
1629376953750,31.33
1629376954000,31.33
1629376954250,31.33
1629376954500,31.33
1629376954750,31.33
1629376955000,31.33
1629376955250,31.33
1629376955500,31.33
1629376955750,31.33
1629376956000,31.33
1629376956250,31.33
1629376956500,31.33
1629376956750,31.33
1629376957000,31.33
1629376957250,31.33
1629376957500,31.33
1629376957750,31.33
1629376958000,31.33
1629376958250,31.33
1629376958500,31.33
1629376958750,31.33
1629376959000,31.33
1629376959250,31.33
1629376959500,31.33
1629376959750,31.33
1629376960000,31.33
1629376960250,31.33
1629376960500,31.33
1629376960750,31.33
1629376961000,31.33
1629376961250,31.33
1629376961500,31.33
1629376961750,31.33
1629376962000,31.31
1629376962250,31.31
1629376962500,31.31
1629376962750,31.31
1629376963000,31.35
1629376963250,31.35
1629376963500,31.35
1629376963750,31.35
1629376964000,31.29
1629376964250,31.29
1629376964500,31.29
1629376964750,31.29
1629376965000,31.31
1629376965250,31.31
1629376965500,31.31
1629376965750,31.31
1629376966000,31.31
1629376966250,31.31
1629376966500,31.31
1629376966750,31.31
1629376967000,31.31
1629376967250,31.31
1629376967500,31.31
1629376967750,31.31
1629376968000,31.31
1629376968250,31.31
1629376968500,31.31
1629376968750,31.31
1629376969000,31.31
1629376969250,31.31
1629376969500,31.31
1629376969750,31.31
1629376970000,31.33
1629376970250,31.33
1629376970500,31.33
1629376970750,31.33
1629376971000,31.33
1629376971250,31.33
1629376971500,31.33
1629376971750,31.33
1629376972000,31.31
1629376972250,31.31
1629376972500,31.31
1629376972750,31.31
1629376973000,31.31
1629376973250,31.31
1629376973500,31.31
1629376973750,31.31
1629376974000,31.31
1629376974250,31.31
1629376974500,31.31
1629376974750,31.31
1629376975000,31.31
1629376975250,31.31
1629376975500,31.31
1629376975750,31.31
1629376976000,31.31
1629376976250,31.31
1629376976500,31.31
1629376976750,31.31
1629376977000,31.27
1629376977250,31.27
1629376977500,31.27
1629376977750,31.27
1629376978000,31.31
1629376978250,31.31
1629376978500,31.31
1629376978750,31.31
1629376979000,31.29
1629376979250,31.29
1629376979500,31.29
1629376979750,31.29
1629376980000,31.31
1629376980250,31.31
1629376980500,31.31
1629376980750,31.31
1629376981000,31.31
1629376981250,31.31
1629376981500,31.31
1629376981750,31.31
1629376982000,31.29
1629376982250,31.29
1629376982500,31.29
1629376982750,31.29
1629376983000,31.29
1629376983250,31.29
1629376983500,31.29
1629376983750,31.29
1629376984000,31.31
1629376984250,31.31
1629376984500,31.31
1629376984750,31.31
1629376985000,31.31
1629376985250,31.31
1629376985500,31.31
1629376985750,31.31
1629376986000,31.29
1629376986250,31.29
1629376986500,31.29
1629376986750,31.29
1629376987000,31.31
1629376987250,31.31
1629376987500,31.31
1629376987750,31.31
1629376988000,31.31
1629376988250,31.31
1629376988500,31.31
1629376988750,31.31
1629376989000,31.29
1629376989250,31.29
1629376989500,31.29
1629376989750,31.29
1629376990000,31.29
1629376990250,31.29
1629376990500,31.29
1629376990750,31.29
1629376991000,31.29
1629376991250,31.29
1629376991500,31.29
1629376991750,31.29
1629376992000,31.29
1629376992250,31.29
1629376992500,31.29
1629376992750,31.29
1629376993000,31.31
1629376993250,31.31
1629376993500,31.31
1629376993750,31.31
1629376994000,31.29
1629376994250,31.29
1629376994500,31.29
1629376994750,31.29
1629376995000,31.25
1629376995250,31.25
1629376995500,31.25
1629376995750,31.25
1629376996000,31.27
1629376996250,31.27
1629376996500,31.27
1629376996750,31.27
1629376997000,31.27
1629376997250,31.27
1629376997500,31.27
1629376997750,31.27
1629376998000,31.27
1629376998250,31.27
1629376998500,31.27
1629376998750,31.27
1629376999000,31.29
1629376999250,31.29
1629376999500,31.29
1629376999750,31.29
1629377000000,31.27
1629377000250,31.27
1629377000500,31.27
1629377000750,31.27
1629377001000,31.27
1629377001250,31.27
1629377001500,31.27
1629377001750,31.27
1629377002000,31.27
1629377002250,31.27
1629377002500,31.27
1629377002750,31.27
1629377003000,31.27
1629377003250,31.27
1629377003500,31.27
1629377003750,31.27
1629377004000,31.27
1629377004250,31.27
1629377004500,31.27
1629377004750,31.27
1629377005000,31.25
1629377005250,31.25
1629377005500,31.25
1629377005750,31.25
1629377006000,31.27
1629377006250,31.27
1629377006500,31.27
1629377006750,31.27
1629377007000,31.25
1629377007250,31.25
1629377007500,31.25
1629377007750,31.25
1629377008000,31.25
1629377008250,31.25
1629377008500,31.25
1629377008750,31.25
1629377009000,31.27
1629377009250,31.27
1629377009500,31.27
1629377009750,31.27
1629377010000,31.25
1629377010250,31.25
1629377010500,31.25
1629377010750,31.25
1629377011000,31.25
1629377011250,31.25
1629377011500,31.25
1629377011750,31.25
1629377012000,31.27
1629377012250,31.27
1629377012500,31.27
1629377012750,31.27
1629377013000,31.25
1629377013250,31.25
1629377013500,31.25
1629377013750,31.25
1629377014000,31.25
1629377014250,31.25
1629377014500,31.25
1629377014750,31.25
1629377015000,31.25
1629377015250,31.25
1629377015500,31.25
1629377015750,31.25
1629377016000,31.27
1629377016250,31.27
1629377016500,31.27
1629377016750,31.27
1629377017000,31.25
1629377017250,31.25
1629377017500,31.25
1629377017750,31.25
1629377018000,31.27
1629377018250,31.27
1629377018500,31.27
1629377018750,31.27
1629377019000,31.23
1629377019250,31.23
1629377019500,31.23
1629377019750,31.23
1629377020000,31.23
1629377020250,31.23
1629377020500,31.23
1629377020750,31.23
1629377021000,31.27
1629377021250,31.27
1629377021500,31.27
1629377021750,31.27
1629377022000,31.25
1629377022250,31.25
1629377022500,31.25
1629377022750,31.25
1629377023000,31.23
1629377023250,31.23
1629377023500,31.23
1629377023750,31.23
1629377024000,31.27
1629377024250,31.27
1629377024500,31.27
1629377024750,31.27
1629377025000,31.25
1629377025250,31.25
1629377025500,31.25
1629377025750,31.25
1629377026000,31.27
1629377026250,31.27
1629377026500,31.27
1629377026750,31.27
1629377027000,31.23
1629377027250,31.23
1629377027500,31.23
1629377027750,31.23
1629377028000,31.23
1629377028250,31.23
1629377028500,31.23
1629377028750,31.23
1629377029000,31.25
1629377029250,31.25
1629377029500,31.25
1629377029750,31.25
1629377030000,31.27
1629377030250,31.27
1629377030500,31.27
1629377030750,31.27
1629377031000,31.25
1629377031250,31.25
1629377031500,31.25
1629377031750,31.25
1629377032000,31.27
1629377032250,31.27
1629377032500,31.27
1629377032750,31.27
1629377033000,31.25
1629377033250,31.25
1629377033500,31.25
1629377033750,31.25
1629377034000,31.25
1629377034250,31.25
1629377034500,31.25
1629377034750,31.25
1629377035000,31.27
1629377035250,31.27
1629377035500,31.27
1629377035750,31.27
1629377036000,31.27
1629377036250,31.27
1629377036500,31.27
1629377036750,31.27
1629377037000,31.27
1629377037250,31.27
1629377037500,31.27
1629377037750,31.27
1629377038000,31.25
1629377038250,31.25
1629377038500,31.25
1629377038750,31.25
1629377039000,31.25
1629377039250,31.25
1629377039500,31.25
1629377039750,31.25
1629377040000,31.25
1629377040250,31.25
1629377040500,31.25
1629377040750,31.25
1629377041000,31.23
1629377041250,31.23
1629377041500,31.23
1629377041750,31.23
1629377042000,31.25
1629377042250,31.25
1629377042500,31.25
1629377042750,31.25
1629377043000,31.23
1629377043250,31.23
1629377043500,31.23
1629377043750,31.23
1629377044000,31.25
1629377044250,31.25
1629377044500,31.25
1629377044750,31.25
1629377045000,31.25
1629377045250,31.25
1629377045500,31.25
1629377045750,31.25
1629377046000,31.25
1629377046250,31.25
1629377046500,31.25
1629377046750,31.25
1629377047000,31.25
1629377047250,31.25
1629377047500,31.25
1629377047750,31.25
1629377048000,31.23
1629377048250,31.23
1629377048500,31.23
1629377048750,31.23
1629377049000,31.25
1629377049250,31.25
1629377049500,31.25
1629377049750,31.25
1629377050000,31.25
1629377050250,31.25
1629377050500,31.25
1629377050750,31.25
1629377051000,31.27
1629377051250,31.27
1629377051500,31.27
1629377051750,31.27
1629377052000,31.27
1629377052250,31.27
1629377052500,31.27
1629377052750,31.27
1629377053000,31.23
1629377053250,31.23
1629377053500,31.23
1629377053750,31.23
1629377054000,31.27
1629377054250,31.27
1629377054500,31.27
1629377054750,31.27
1629377055000,31.25
1629377055250,31.25
1629377055500,31.25
1629377055750,31.25
1629377056000,31.29
1629377056250,31.29
1629377056500,31.29
1629377056750,31.29
1629377057000,31.27
1629377057250,31.27
1629377057500,31.27
1629377057750,31.27
1629377058000,31.27
1629377058250,31.27
1629377058500,31.27
1629377058750,31.27
1629377059000,31.29
1629377059250,31.29
1629377059500,31.29
1629377059750,31.29
1629377060000,31.27
1629377060250,31.27
1629377060500,31.27
1629377060750,31.27
1629377061000,31.27
1629377061250,31.27
1629377061500,31.27
1629377061750,31.27
1629377062000,31.27
1629377062250,31.27
1629377062500,31.27
1629377062750,31.27
1629377063000,31.29
1629377063250,31.29
1629377063500,31.29
1629377063750,31.29
1629377064000,31.27
1629377064250,31.27
1629377064500,31.27
1629377064750,31.27
1629377065000,31.31
1629377065250,31.31
1629377065500,31.31
1629377065750,31.31
1629377066000,31.29
1629377066250,31.29
1629377066500,31.29
1629377066750,31.29
1629377067000,31.31
1629377067250,31.31
1629377067500,31.31
1629377067750,31.31
1629377068000,31.33
1629377068250,31.33
1629377068500,31.33
1629377068750,31.33
1629377069000,31.31
1629377069250,31.31
1629377069500,31.31
1629377069750,31.31
1629377070000,31.33
1629377070250,31.33
1629377070500,31.33
1629377070750,31.33
1629377071000,31.35
1629377071250,31.35
1629377071500,31.35
1629377071750,31.35
1629377072000,31.35
1629377072250,31.35
1629377072500,31.35
1629377072750,31.35
1629377073000,31.33
1629377073250,31.33
1629377073500,31.33
1629377073750,31.33
1629377074000,31.37
1629377074250,31.37
1629377074500,31.37
1629377074750,31.37
1629377075000,31.35
1629377075250,31.35
1629377075500,31.35
1629377075750,31.35
1629377076000,31.35
1629377076250,31.35
1629377076500,31.35
1629377076750,31.35
1629377077000,31.35
1629377077250,31.35
1629377077500,31.35
1629377077750,31.35
1629377078000,31.37
1629377078250,31.37
1629377078500,31.37
1629377078750,31.37
1629377079000,31.33
1629377079250,31.33
1629377079500,31.33
1629377079750,31.33
1629377080000,31.33
1629377080250,31.33
1629377080500,31.33
1629377080750,31.33
1629377081000,31.37
1629377081250,31.37
1629377081500,31.37
1629377081750,31.37
1629377082000,31.35
1629377082250,31.35
1629377082500,31.35
1629377082750,31.35
1629377083000,31.35
1629377083250,31.35
1629377083500,31.35
1629377083750,31.35
1629377084000,31.39
1629377084250,31.39
1629377084500,31.39
1629377084750,31.39
1629377085000,31.39
1629377085250,31.39
1629377085500,31.39
1629377085750,31.39
1629377086000,31.37
1629377086250,31.37
1629377086500,31.37
1629377086750,31.37
1629377087000,31.39
1629377087250,31.39
1629377087500,31.39
1629377087750,31.39
1629377088000,31.37
1629377088250,31.37
1629377088500,31.37
1629377088750,31.37
1629377089000,31.39
1629377089250,31.39
1629377089500,31.39
1629377089750,31.39
1629377090000,31.39
1629377090250,31.39
1629377090500,31.39
1629377090750,31.39
1629377091000,31.39
1629377091250,31.39
1629377091500,31.39
1629377091750,31.39
1629377092000,31.39
1629377092250,31.39
1629377092500,31.39
1629377092750,31.39
1629377093000,31.41
1629377093250,31.41
1629377093500,31.41
1629377093750,31.41
1629377094000,31.39
1629377094250,31.39
1629377094500,31.39
1629377094750,31.39
1629377095000,31.41
1629377095250,31.41
1629377095500,31.41
1629377095750,31.41
1629377096000,31.39
1629377096250,31.39
1629377096500,31.39
1629377096750,31.39
1629377097000,31.39
1629377097250,31.39
1629377097500,31.39
1629377097750,31.39
1629377098000,31.41
1629377098250,31.41
1629377098500,31.41
1629377098750,31.41
1629377099000,31.41
1629377099250,31.41
1629377099500,31.41
1629377099750,31.41
1629377100000,31.43
1629377100250,31.43
1629377100500,31.43
1629377100750,31.43
1629377101000,31.43
1629377101250,31.43
1629377101500,31.43
1629377101750,31.43
1629377102000,31.43
1629377102250,31.43
1629377102500,31.43
1629377102750,31.43
1629377103000,31.41
1629377103250,31.41
1629377103500,31.41
1629377103750,31.41
1629377104000,31.45
1629377104250,31.45
1629377104500,31.45
1629377104750,31.45
1629377105000,31.45
1629377105250,31.45
1629377105500,31.45
1629377105750,31.45
1629377106000,31.43
1629377106250,31.43
1629377106500,31.43
1629377106750,31.43
1629377107000,31.43
1629377107250,31.43
1629377107500,31.43
1629377107750,31.43
1629377108000,31.45
1629377108250,31.45
1629377108500,31.45
1629377108750,31.45
1629377109000,31.45
1629377109250,31.45
1629377109500,31.45
1629377109750,31.45
1629377110000,31.43
1629377110250,31.43
1629377110500,31.43
1629377110750,31.43
1629377111000,31.45
1629377111250,31.45
1629377111500,31.45
1629377111750,31.45
1629377112000,31.45
1629377112250,31.45
1629377112500,31.45
1629377112750,31.45
1629377113000,31.47
1629377113250,31.47
1629377113500,31.47
1629377113750,31.47
1629377114000,31.47
1629377114250,31.47
1629377114500,31.47
1629377114750,31.47
1629377115000,31.45
1629377115250,31.45
1629377115500,31.45
1629377115750,31.45
1629377116000,31.47
1629377116250,31.47
1629377116500,31.47
1629377116750,31.47
1629377117000,31.47
1629377117250,31.47
1629377117500,31.47
1629377117750,31.47
1629377118000,31.47
1629377118250,31.47
1629377118500,31.47
1629377118750,31.47
1629377119000,31.49
1629377119250,31.49
1629377119500,31.49
1629377119750,31.49
1629377120000,31.49
1629377120250,31.49
1629377120500,31.49
1629377120750,31.49
1629377121000,31.47
1629377121250,31.47
1629377121500,31.47
1629377121750,31.47
1629377122000,31.49
1629377122250,31.49
1629377122500,31.49
1629377122750,31.49
1629377123000,31.49
1629377123250,31.49
1629377123500,31.49
1629377123750,31.49
1629377124000,31.49
1629377124250,31.49
1629377124500,31.49
1629377124750,31.49
1629377125000,31.49
1629377125250,31.49
1629377125500,31.49
1629377125750,31.49
1629377126000,31.49
1629377126250,31.49
1629377126500,31.49
1629377126750,31.49
1629377127000,31.49
1629377127250,31.49
1629377127500,31.49
1629377127750,31.49
1629377128000,31.47
1629377128250,31.47
1629377128500,31.47
1629377128750,31.47
1629377129000,31.47
1629377129250,31.47
1629377129500,31.47
1629377129750,31.47
1629377130000,31.49
1629377130250,31.49
1629377130500,31.49
1629377130750,31.49
1629377131000,31.49
1629377131250,31.49
1629377131500,31.49
1629377131750,31.49
1629377132000,31.49
1629377132250,31.49
1629377132500,31.49
1629377132750,31.49
1629377133000,31.51
1629377133250,31.51
1629377133500,31.51
1629377133750,31.51
1629377134000,31.51
1629377134250,31.51
1629377134500,31.51
1629377134750,31.51
1629377135000,31.47
1629377135250,31.47
1629377135500,31.47
1629377135750,31.47
1629377136000,31.49
1629377136250,31.49
1629377136500,31.49
1629377136750,31.49
1629377137000,31.49
1629377137250,31.49
1629377137500,31.49
1629377137750,31.49
1629377138000,31.49
1629377138250,31.49
1629377138500,31.49
1629377138750,31.49
1629377139000,31.49
1629377139250,31.49
1629377139500,31.49
1629377139750,31.49
1629377140000,31.49
1629377140250,31.49
1629377140500,31.49
1629377140750,31.49
1629377141000,31.51
1629377141250,31.51
1629377141500,31.51
1629377141750,31.51
1629377142000,31.47
1629377142250,31.47
1629377142500,31.47
1629377142750,31.47
1629377143000,31.51
1629377143250,31.51
1629377143500,31.51
1629377143750,31.51
1629377144000,31.53
1629377144250,31.53
1629377144500,31.53
1629377144750,31.53
1629377145000,31.51
1629377145250,31.51
1629377145500,31.51
1629377145750,31.51
1629377146000,31.47
1629377146250,31.47
1629377146500,31.47
1629377146750,31.47
1629377147000,31.49
1629377147250,31.49
1629377147500,31.49
1629377147750,31.49
1629377148000,31.49
1629377148250,31.49
1629377148500,31.49
1629377148750,31.49
1629377149000,31.51
1629377149250,31.51
1629377149500,31.51
1629377149750,31.51
1629377150000,31.47
1629377150250,31.47
1629377150500,31.47
1629377150750,31.47
1629377151000,31.49
1629377151250,31.49
1629377151500,31.49
1629377151750,31.49
1629377152000,31.49
1629377152250,31.49
1629377152500,31.49
1629377152750,31.49
1629377153000,31.47
1629377153250,31.47
1629377153500,31.47
1629377153750,31.47
1629377154000,31.45
1629377154250,31.45
1629377154500,31.45
1629377154750,31.45
1629377155000,31.47
1629377155250,31.47
1629377155500,31.47
1629377155750,31.47
1629377156000,31.47
1629377156250,31.47
1629377156500,31.47
1629377156750,31.47
1629377157000,31.45
1629377157250,31.45
1629377157500,31.45
1629377157750,31.45
1629377158000,31.45
1629377158250,31.45
1629377158500,31.45
1629377158750,31.45
1629377159000,31.45
1629377159250,31.45
1629377159500,31.45
1629377159750,31.45
1629377160000,31.43
1629377160250,31.43
1629377160500,31.43
1629377160750,31.43
1629377161000,31.43
1629377161250,31.43
1629377161500,31.43
1629377161750,31.43
1629377162000,31.43
1629377162250,31.43
1629377162500,31.43
1629377162750,31.43
1629377163000,31.43
1629377163250,31.43
1629377163500,31.43
1629377163750,31.43
1629377164000,31.43
1629377164250,31.43
1629377164500,31.43
1629377164750,31.43
1629377165000,31.43
1629377165250,31.43
1629377165500,31.43
1629377165750,31.43
1629377166000,31.45
1629377166250,31.45
1629377166500,31.45
1629377166750,31.45
1629377167000,31.43
1629377167250,31.43
1629377167500,31.43
1629377167750,31.43
1629377168000,31.45
1629377168250,31.45
1629377168500,31.45
1629377168750,31.45
1629377169000,31.43
1629377169250,31.43
1629377169500,31.43
1629377169750,31.43
1629377170000,31.47
1629377170250,31.47
1629377170500,31.47
1629377170750,31.47
1629377171000,31.41
1629377171250,31.41
1629377171500,31.41
1629377171750,31.41
1629377172000,31.45
1629377172250,31.45
